pH,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.13,192.48,38597.58,3.0,152.12,342.86,10.95,55.94,4.19,0
7.28,309.78,42876.6,8.96,229.5,424.75,26.31,40.71,1.29,1
6.96,307.67,8148.55,2.68,115.38,687.5,12.1,49.3,2.18,0
6.6,294.14,44720.95,7.79,220.06,750.36,7.33,27.18,2.36,0
7.54,205.15,18964.66,13.46,221.16,847.94,5.06,83.14,1.89,0
5.9,207.84,48861.78,6.84,315.59,241.63,25.7,28.77,2.73,0
6.36,153.33,42119.21,12.31,298.41,259.26,14.69,17.57,1.37,0
6.5,108.5,4457.58,12.76,333.53,587.78,19.51,88.25,3.81,1
5.89,269.15,27483.35,12.97,99.62,593.95,8.59,58.89,1.63,1
6.36,130.89,29396.75,11.18,143.46,122.44,10.88,84.59,1.33,0
5.58,254.16,19379.56,8.51,386.11,298.41,9.49,101.24,3.13,0
7.0,182.88,7621.48,4.8,326.29,794.23,19.08,57.9,3.9,1
8.6,210.43,26903.17,6.22,287.04,636.43,21.44,28.57,2.2,1
7.28,140.11,39949.42,12.19,319.96,342.51,3.78,71.68,1.2,1
6.98,97.2,7477.3,8.77,388.28,246.46,12.7,14.69,2.57,1
6.7,237.99,16406.77,10.64,133.57,843.17,3.58,99.53,2.18,0
8.0,188.59,28839.39,8.75,144.3,793.68,17.13,10.99,2.45,0
6.99,199.74,19953.81,6.22,94.01,657.86,16.19,68.45,2.88,1
7.56,98.01,42143.64,2.29,267.8,300.23,9.67,25.7,2.25,1
6.42,145.85,14735.85,2.9,253.72,517.86,21.41,63.76,2.93,1
8.88,127.55,6775.64,1.23,344.19,452.28,23.22,14.49,4.72,0
7.02,265.19,27224.7,7.42,321.56,522.63,26.43,9.72,3.73,0
6.12,283.64,1541.63,9.62,180.25,557.98,22.63,83.99,3.62,1
7.86,240.93,48407.66,2.0,202.68,189.97,17.34,73.21,4.06,1
8.01,230.25,33917.64,9.36,113.22,308.2,24.48,105.46,4.7,0
7.7,107.55,42001.94,6.91,260.76,232.73,27.33,114.8,4.07,0
6.38,279.22,27379.72,4.25,104.83,448.11,15.15,89.3,3.27,0
6.13,197.74,30807.98,12.84,148.1,414.98,16.6,33.68,2.69,0
7.09,318.51,2024.84,6.01,129.4,129.24,3.88,37.09,1.68,1
5.92,144.61,38963.56,9.59,248.75,742.84,21.6,98.37,3.83,0
7.18,85.77,10395.68,10.21,174.45,700.9,26.36,47.43,2.15,0
6.53,180.14,47629.29,9.24,235.84,584.23,24.31,40.23,4.06,1
7.8,192.27,47037.65,8.14,157.17,963.77,23.11,104.46,4.33,0
6.47,199.07,6519.2,1.38,121.85,956.72,20.97,28.42,3.56,1
8.18,281.65,40875.94,10.41,277.25,803.18,25.29,98.96,4.04,0
6.85,210.07,15178.03,3.44,326.22,769.4,22.61,60.81,1.96,1
4.53,215.56,1412.11,4.67,219.16,917.54,19.44,94.25,4.76,1
6.31,292.45,32689.1,11.51,346.66,745.62,3.34,70.17,1.26,0
6.25,219.89,36305.1,4.14,298.94,639.92,11.19,97.79,1.54,1
7.09,252.71,15134.21,4.19,319.45,134.48,8.26,57.19,3.72,1
6.45,122.24,36622.91,8.66,311.06,734.37,20.88,77.17,2.74,1
8.57,190.86,41872.76,6.82,405.37,626.44,9.64,41.63,2.11,1
8.05,225.29,47628.32,2.56,387.37,341.73,8.42,104.86,4.27,0
5.96,113.62,27195.27,2.7,358.66,740.38,10.47,62.24,3.01,0
6.29,106.58,13943.45,4.97,406.76,777.23,20.19,108.5,2.59,1
7.65,305.89,45667.58,0.88,398.18,716.7,20.74,84.26,3.81,0
4.94,194.51,21120.56,3.43,201.95,186.91,18.69,114.94,3.95,0
8.24,288.99,34873.35,1.55,191.77,711.04,23.03,103.99,1.76,0
6.9,99.59,34385.28,5.82,148.66,471.91,19.97,100.51,3.59,0
7.69,108.91,47703.54,1.82,134.22,258.43,18.4,47.22,3.49,1
7.69,103.22,18799.42,7.11,256.9,514.59,21.98,64.79,1.39,1
7.9,132.66,13465.1,10.5,348.04,350.61,3.39,86.18,4.64,0
6.52,309.6,46234.25,0.65,317.06,516.37,27.53,49.45,4.23,1
7.63,149.01,1497.31,12.17,245.5,799.01,8.87,103.82,2.99,0
7.44,187.55,8211.07,2.3,359.9,866.44,10.49,38.07,2.76,1
6.17,197.81,46233.59,5.26,251.5,223.17,26.69,53.28,1.42,1
7.53,91.82,25984.46,5.82,207.37,359.27,25.79,73.29,1.31,1
4.85,186.24,34846.66,2.72,332.6,815.01,5.55,56.65,3.78,0
8.9,185.24,25190.86,9.34,396.77,880.09,18.07,106.46,2.37,0
7.27,268.15,19039.4,11.36,218.01,849.11,18.69,91.11,2.08,1
7.35,295.39,6105.76,3.56,273.76,906.07,11.01,80.27,2.1,1
7.18,237.57,25616.49,1.53,172.47,220.04,23.82,33.03,4.53,0
7.66,115.48,18420.03,5.73,275.5,456.39,13.95,81.03,4.49,1
8.56,185.82,14695.5,9.29,357.84,774.36,20.82,70.21,3.34,1
7.86,318.97,46556.93,5.54,146.34,254.63,20.52,71.18,4.45,0
8.01,91.81,4766.0,5.04,354.82,786.97,15.66,73.67,4.08,1
6.74,193.43,11907.38,8.62,321.32,917.53,5.05,113.85,2.81,1
8.82,237.07,25547.25,3.53,360.0,549.19,22.18,44.04,1.41,0
7.35,250.34,18365.94,7.13,210.01,685.79,13.75,51.03,1.54,0
6.5,218.94,12994.72,10.28,368.01,950.72,5.48,57.68,2.26,1
6.82,255.55,14259.48,5.66,141.83,849.87,3.68,58.17,4.14,1
5.0,270.14,33785.76,13.37,257.25,928.37,25.63,87.98,3.69,1
7.78,311.7,7491.93,11.94,228.38,412.09,9.87,34.29,2.46,1
7.94,319.23,28525.45,9.62,266.96,200.87,11.26,81.77,4.19,0
5.41,274.86,48924.11,4.97,243.45,333.68,27.28,97.78,1.67,0
8.33,216.31,8403.23,2.74,395.0,825.43,23.1,29.31,3.57,1
7.11,109.17,23136.91,9.15,117.6,303.05,17.43,35.91,2.02,0
7.67,90.27,23556.05,9.83,313.05,609.3,23.1,33.14,4.44,0
7.52,185.66,3331.68,2.17,178.38,922.53,7.47,95.4,2.51,1
7.34,121.34,19687.13,6.99,219.53,643.03,25.62,40.95,1.38,0
7.11,193.27,48158.98,3.05,197.73,821.8,3.57,101.34,3.91,0
5.68,312.34,18573.26,7.8,408.9,802.51,19.84,37.55,1.25,0
6.58,176.26,42285.01,6.45,130.93,714.89,25.96,92.43,3.55,0
8.2,236.9,996.41,11.08,191.42,340.57,19.29,106.07,1.99,0
5.45,226.77,31331.65,8.29,401.86,304.29,5.8,59.56,3.76,1
7.57,231.28,30538.6,2.69,377.09,695.47,8.77,102.09,3.71,0
7.82,235.52,22503.39,5.14,132.98,323.77,27.32,21.29,1.87,0
5.87,141.78,35971.14,0.76,322.72,551.65,18.75,17.34,3.79,1
8.27,182.45,11948.28,11.02,180.77,223.49,16.29,76.96,3.99,0
7.86,101.73,31977.67,10.29,272.34,288.99,24.1,95.22,1.73,1
8.25,129.65,31640.03,2.01,368.14,155.68,18.97,58.01,3.73,1
7.65,214.25,4665.84,6.34,177.23,555.32,8.86,89.79,3.7,0
7.21,98.84,27316.67,8.65,155.16,665.94,17.9,109.44,2.47,0
6.66,253.29,8612.05,2.5,260.82,527.91,21.25,109.33,2.3,0
8.78,294.17,20925.5,1.01,203.41,186.17,5.91,35.97,4.65,1
7.77,117.08,15244.42,2.28,107.32,252.21,23.55,20.17,1.89,0
7.69,242.5,5001.42,1.65,279.62,318.85,8.28,77.46,2.38,0
7.34,238.14,17189.61,8.22,337.05,223.91,18.84,8.4,3.0,0
6.55,235.82,46964.45,12.89,404.25,564.43,9.77,31.75,1.69,1
6.11,149.17,19369.02,5.15,313.95,667.17,27.87,86.87,3.08,0
5.51,309.29,6613.85,5.33,161.24,962.89,23.39,11.65,3.37,0
6.39,284.95,14469.0,6.06,257.94,798.83,8.57,78.71,3.59,0
7.06,252.41,6803.15,11.65,99.54,967.46,6.0,40.31,3.41,1
7.79,314.69,40193.22,1.55,125.86,695.4,8.68,61.96,2.57,0
6.74,89.19,46327.29,10.74,96.97,134.5,5.49,103.42,1.79,1
6.7,120.0,14522.51,11.84,223.91,791.27,14.85,69.74,3.48,0
6.06,196.38,4154.96,5.63,191.59,362.83,4.9,95.19,2.61,0
7.59,107.5,39719.1,5.98,353.46,580.28,3.1,34.35,2.74,1
7.33,228.76,42552.18,11.45,182.95,828.24,25.8,94.09,2.14,0
6.02,192.63,38099.33,11.86,384.38,222.08,17.71,112.87,2.95,1
7.1,145.5,5572.21,6.74,207.1,240.97,14.72,31.24,1.9,1
7.42,193.53,21900.34,8.52,319.8,214.88,8.78,114.06,2.28,1
7.03,136.86,19194.61,6.34,400.37,958.83,17.4,27.59,4.59,1
6.83,120.06,45853.11,6.67,384.17,891.59,16.94,86.56,1.71,0
6.37,233.79,43047.49,7.97,96.35,596.33,7.56,56.66,1.66,1
7.29,173.57,19684.99,7.16,292.99,923.88,19.63,58.91,1.27,1
6.36,86.16,8147.86,9.85,157.6,210.16,13.04,33.75,2.68,0
7.48,290.61,5812.58,8.89,113.43,402.44,4.52,76.9,3.69,0
7.01,165.74,7336.82,8.62,242.93,774.68,4.11,25.04,1.62,0
6.53,309.25,26401.22,4.62,318.6,665.25,10.9,102.86,4.61,0
4.33,114.06,42096.68,0.97,361.59,660.38,20.53,106.82,3.03,0
9.28,307.72,32302.64,7.79,131.3,952.39,9.53,76.84,1.75,1
6.75,105.57,29798.09,1.31,195.58,497.43,9.0,103.11,1.33,0
6.01,244.12,40886.24,9.63,173.78,765.21,17.84,10.97,2.61,0
6.2,276.0,31841.72,1.12,399.35,719.36,16.43,15.61,3.4,1
6.43,286.28,25942.01,8.27,193.16,481.05,10.29,23.23,2.14,0
7.39,219.68,38568.74,8.77,171.78,446.47,12.55,99.23,3.03,1
7.81,157.83,17725.19,6.92,289.65,916.59,5.5,109.04,3.41,0
7.01,253.35,8838.71,12.94,206.12,624.25,17.44,31.12,1.49,1
7.77,120.57,3580.59,10.86,127.81,308.28,15.18,30.95,4.41,1
7.81,247.24,45938.73,10.83,319.74,358.38,22.94,109.86,4.16,1
7.14,93.91,33285.84,5.83,402.88,855.01,18.35,38.44,2.87,0
6.69,238.91,24258.71,9.26,181.09,556.43,20.02,80.7,3.9,1
6.46,214.0,14316.24,12.16,313.53,524.01,5.93,26.82,4.03,0
6.67,176.25,17223.53,8.59,372.11,608.76,17.51,91.51,2.86,1
7.27,312.84,15275.19,9.0,193.62,774.68,9.55,101.62,1.81,1
7.89,279.45,24441.96,8.42,388.92,486.46,11.82,15.45,1.4,1
8.35,318.75,25828.36,5.44,281.96,246.13,22.91,64.44,2.9,0
5.55,199.0,3808.49,8.47,277.4,369.74,12.55,111.06,3.23,1
7.16,140.92,5373.25,4.32,335.99,382.32,27.58,42.99,1.84,1
6.37,255.3,30749.87,12.17,244.72,939.91,15.71,34.37,3.1,0
7.71,178.71,36277.03,0.69,234.31,283.25,5.24,19.93,1.82,1
6.13,256.52,10712.33,8.73,161.75,187.12,5.72,110.53,2.81,0
7.85,213.74,16277.36,12.04,255.08,623.77,8.66,15.93,2.66,1
8.19,116.48,35999.2,9.85,109.29,293.85,9.8,69.26,4.79,0
4.82,150.61,4614.02,1.83,129.95,836.95,23.0,46.28,2.78,0
8.3,106.65,30156.44,5.66,239.09,499.36,28.0,11.6,1.34,1
6.9,299.78,3071.72,2.01,125.82,124.44,22.78,94.0,2.28,0
6.47,173.18,30514.73,8.96,176.26,411.18,27.15,38.55,2.5,0
6.79,246.48,45060.98,8.28,345.38,639.03,4.34,79.66,3.77,1
6.94,158.18,16986.92,2.7,297.42,403.59,6.33,73.58,3.38,1
7.27,317.53,5988.94,8.19,331.01,287.11,25.03,97.98,4.51,1
7.67,225.7,23243.7,13.04,395.64,428.78,20.05,114.9,2.13,0
7.09,276.91,1257.5,10.87,263.16,492.01,14.93,28.01,2.43,0
6.84,303.43,32999.86,7.97,159.09,563.21,17.59,83.62,4.55,0
6.44,121.97,38051.86,7.38,127.01,554.56,23.66,74.5,3.41,1
7.76,296.51,43436.63,12.89,337.46,213.82,15.62,55.53,2.9,0
6.61,97.42,12869.07,3.38,363.11,651.63,26.0,66.48,2.0,1
6.64,269.64,2691.14,3.15,318.18,725.39,10.41,46.89,4.72,1
6.82,141.02,2319.94,11.05,260.86,749.07,3.68,77.47,2.54,0
5.42,178.23,38254.42,3.24,243.96,835.96,8.86,38.76,1.98,0
8.76,111.58,18593.7,10.06,409.69,217.44,18.02,80.88,2.42,0
6.78,273.78,13770.35,8.83,119.42,436.13,10.42,56.77,4.37,0
6.91,158.7,17613.26,11.16,235.63,415.53,11.36,36.6,1.92,0
6.34,256.62,26215.2,12.27,105.62,521.3,6.1,50.92,3.07,0
6.67,168.94,40483.33,2.83,91.57,201.95,15.29,55.63,3.11,1
7.19,280.78,13109.21,9.62,287.55,623.95,17.27,77.99,2.2,0
5.77,194.29,5354.1,1.1,405.92,797.11,19.52,36.66,2.6,0
6.62,136.36,44254.89,1.77,342.54,830.35,7.65,26.71,1.46,1
6.22,216.15,17238.06,11.07,182.33,291.95,7.37,92.85,3.88,0
7.84,130.11,14756.31,5.07,230.65,278.15,9.93,72.49,4.21,1
8.14,310.68,8362.24,9.65,363.96,256.09,22.09,83.84,4.67,1
7.27,214.8,30839.94,9.84,234.37,519.88,11.08,97.04,1.31,0
6.75,240.06,21963.01,6.81,170.38,299.57,13.83,98.96,3.82,0
6.74,318.93,40346.96,8.94,380.04,198.01,22.79,32.36,3.32,1
9.01,104.51,5394.95,8.37,169.41,304.95,3.61,19.86,1.3,0
8.02,268.9,47392.99,6.09,360.94,403.96,23.24,56.53,4.67,0
8.05,313.65,18881.49,2.88,399.02,625.95,20.02,66.63,3.78,1
6.42,118.99,39570.15,13.35,356.34,787.42,22.18,69.08,1.85,0
7.0,89.02,28632.79,2.76,407.49,363.9,26.49,111.96,2.91,1
6.96,176.81,7474.41,8.4,265.76,511.42,15.67,40.24,1.89,0
5.74,230.64,31744.76,6.68,262.71,530.15,11.43,88.46,4.54,0
7.18,209.28,22789.61,3.2,186.09,236.37,15.45,18.19,3.87,0
8.51,191.97,7721.45,8.1,371.95,747.83,25.75,85.65,4.64,0
7.59,298.64,28219.64,11.92,249.91,144.33,13.01,77.61,3.6,1
6.85,137.98,23577.5,1.99,166.22,911.86,13.71,20.62,2.95,0
7.74,139.38,30729.05,6.59,342.96,735.13,25.99,87.57,4.08,1
8.57,136.15,44865.04,12.57,204.62,336.33,18.4,49.27,4.48,1
6.35,305.69,5597.09,9.69,123.45,225.2,21.21,35.26,4.37,1
6.99,168.97,15045.37,13.13,182.59,286.71,10.6,22.13,1.22,1
5.34,284.64,3880.65,1.41,190.77,787.91,27.99,22.08,4.39,1
6.45,311.03,14659.8,13.29,241.87,912.74,25.53,52.7,3.69,1
8.06,137.71,37532.11,0.67,154.87,492.61,11.5,25.29,1.82,0
7.96,158.2,38810.17,4.59,339.68,927.44,23.43,34.71,2.62,0
8.27,293.45,22275.07,8.32,368.17,423.69,23.83,38.78,2.74,0
8.12,195.73,16024.89,5.82,160.48,786.03,11.02,109.84,1.4,1
7.89,101.64,21695.68,9.05,90.85,548.43,10.77,64.31,4.18,1
6.51,179.29,22742.68,8.2,145.98,807.19,16.57,103.95,3.45,0
5.49,287.67,23685.39,11.31,160.83,568.93,8.97,60.34,2.14,1
7.33,95.13,15417.5,3.83,215.23,819.54,11.07,102.05,3.93,1
6.84,221.52,37634.59,2.34,256.7,525.94,22.99,26.92,4.62,0
8.46,300.23,44492.68,5.77,95.69,685.29,14.4,96.0,4.74,1
5.26,175.26,22543.39,2.02,405.03,614.29,23.42,62.93,4.0,0
7.23,171.2,44932.28,6.6,244.98,715.66,7.84,27.86,4.31,1
6.86,288.13,34300.27,12.85,286.76,198.98,10.47,110.62,1.5,0
6.54,245.62,48635.56,5.64,175.4,196.81,7.06,96.14,3.18,0
5.84,289.04,44738.33,8.38,137.54,708.59,5.12,31.03,1.6,0
7.82,239.36,10795.35,11.76,355.18,847.23,12.11,63.9,3.64,1
6.58,319.39,17083.21,12.54,116.71,649.35,20.54,74.54,2.77,0
6.91,173.97,19503.56,11.91,338.95,923.93,15.03,71.26,4.07,0
5.04,85.05,5639.48,3.72,281.11,747.82,18.06,56.69,2.09,1
8.0,195.61,21203.0,8.59,229.38,698.35,19.56,32.64,2.96,1
7.17,137.22,40497.82,13.47,309.41,577.41,9.19,43.12,1.8,0
7.36,250.51,25930.21,12.27,395.64,389.05,26.71,34.71,3.63,0
6.46,271.49,3810.29,5.59,317.46,771.42,14.66,77.72,1.88,0
7.07,240.59,46723.2,12.67,405.64,692.97,11.51,66.69,2.48,1
6.85,266.82,36813.62,11.39,276.54,300.47,14.68,49.72,3.46,0
8.83,220.6,36174.25,4.27,93.69,390.51,17.72,69.41,1.28,1
8.43,230.64,11452.19,11.2,291.06,849.08,6.86,37.72,1.93,1
8.23,174.28,7916.24,5.49,409.69,915.78,14.47,67.5,4.77,0
6.92,257.99,41084.38,8.82,376.24,269.6,6.86,57.35,2.09,0
6.99,177.14,48425.89,3.16,239.11,404.86,4.61,86.82,3.45,1
6.6,139.21,22390.38,10.37,208.08,743.68,4.42,73.17,1.44,0
6.85,256.21,9271.79,2.87,113.91,855.47,13.62,14.71,1.36,1
7.47,198.58,21531.74,12.8,240.1,519.24,24.47,19.79,1.93,0
6.72,304.34,41448.87,9.49,261.32,233.55,16.99,27.01,2.21,1
6.98,149.29,34813.52,5.33,255.14,627.7,13.52,17.84,1.92,0
8.32,134.5,14621.46,2.54,396.34,977.99,20.06,26.23,3.38,1
6.49,273.92,23566.97,3.15,353.66,586.08,14.01,47.22,1.63,1
6.31,250.19,40293.85,1.77,160.97,932.62,22.38,113.78,3.87,0
5.23,127.61,42860.79,8.36,279.09,391.75,11.15,20.56,2.13,1
7.73,292.83,17976.23,8.2,286.94,770.31,22.83,109.62,2.38,1
8.35,169.51,1588.31,1.11,107.82,598.68,12.52,109.59,1.56,0
8.33,112.42,11546.02,9.56,376.6,728.28,10.7,100.96,3.52,0
7.21,233.34,12001.47,2.92,170.05,666.62,23.57,87.55,4.58,0
6.51,133.0,28147.52,12.62,132.41,437.84,24.2,97.73,3.45,0
8.65,176.99,16248.03,12.04,328.51,639.37,12.05,94.9,2.92,1
6.87,319.91,7186.94,8.12,272.71,531.4,18.25,70.43,3.42,0
7.16,255.28,33956.72,7.52,375.7,754.21,19.46,100.91,4.51,0
5.98,233.13,48339.77,13.35,294.2,692.69,12.95,69.68,2.67,1
6.42,214.03,32620.08,5.34,228.06,956.76,21.61,108.44,1.43,0
7.09,242.47,15453.81,9.62,105.85,333.03,12.61,34.65,3.74,0
6.34,241.05,42968.15,11.85,171.53,704.22,16.2,89.96,4.61,1
5.6,170.08,35012.49,0.58,367.16,257.94,21.77,112.34,1.32,1
5.94,311.3,44574.57,7.75,204.74,123.88,25.08,28.79,3.19,1
6.19,309.91,15617.66,0.75,121.63,944.08,5.25,23.1,2.25,0
7.03,319.01,10601.59,5.07,133.12,602.69,19.78,35.38,2.86,0
7.66,203.33,12581.75,7.44,199.87,795.82,15.03,71.5,2.87,0
7.17,166.0,8434.94,4.23,134.07,191.58,10.82,60.95,1.92,1
7.48,184.18,48324.45,9.69,179.24,142.92,27.27,33.63,4.24,1
7.34,303.49,14350.91,12.0,387.69,941.18,21.59,26.66,2.57,0
6.78,239.27,26245.92,3.2,165.19,438.49,7.68,78.77,1.99,1
6.6,245.79,31486.39,12.16,404.0,582.35,21.64,64.73,2.91,0
7.28,89.17,39415.08,6.57,308.91,852.92,3.84,107.1,4.29,1
6.98,245.33,9780.6,11.23,253.98,788.58,4.0,73.12,3.38,1
6.43,274.89,25259.48,5.51,376.77,209.1,10.31,83.04,3.33,1
7.67,227.65,5285.23,9.04,199.53,306.93,24.06,92.85,2.75,0
8.69,203.61,3843.97,4.59,306.23,528.45,12.2,80.45,2.59,0
6.29,153.26,32982.89,6.16,263.19,365.57,5.92,19.32,3.36,0
7.42,299.16,30364.66,8.29,308.65,130.72,27.57,110.71,4.29,1
6.96,223.82,4081.69,0.84,397.23,745.81,4.63,60.73,3.41,1
6.38,161.01,3229.46,9.19,386.87,449.59,23.92,93.91,4.42,0
5.94,136.32,42123.13,11.11,270.85,718.39,15.36,65.56,1.3,1
7.92,115.88,33868.34,11.04,143.21,589.35,12.58,66.26,1.56,1
7.07,235.14,12627.39,6.93,257.54,645.81,17.85,39.49,2.33,0
5.54,215.06,45440.57,4.31,107.79,788.78,19.95,73.76,4.45,0
9.64,154.79,16601.35,2.72,397.43,674.74,23.47,18.04,2.06,0
5.98,176.42,8561.16,2.96,349.45,245.08,5.83,57.27,1.52,0
7.2,155.17,21709.6,3.25,281.11,703.48,20.47,68.16,3.49,0
6.04,280.83,20862.52,9.17,235.25,650.21,24.13,92.07,2.68,1
7.55,265.05,10073.78,4.42,147.52,835.99,20.24,11.62,3.06,0
7.25,169.65,12567.78,3.65,122.61,632.71,27.86,40.43,2.65,0
6.86,118.67,24903.4,9.99,339.98,378.63,27.75,34.22,1.82,0
7.56,235.06,18748.34,6.61,204.12,318.57,18.66,14.38,2.8,0
7.17,165.95,37309.57,8.04,160.87,498.29,20.8,77.24,4.47,0
7.11,128.48,9685.52,11.25,323.8,752.38,13.52,57.98,3.72,0
6.92,181.28,42397.33,2.56,399.19,525.55,7.54,104.37,4.31,0
7.13,88.68,28553.6,4.3,249.16,249.88,4.2,104.16,2.55,0
7.49,215.01,43721.94,9.22,128.78,848.69,11.4,64.01,4.4,1
9.38,95.41,17166.84,9.39,390.45,930.29,18.18,10.63,3.06,0
7.13,217.52,689.74,9.46,290.66,657.13,22.45,103.39,1.65,1
6.88,270.83,25784.9,11.36,320.69,709.9,15.86,9.28,3.84,1
8.12,297.87,40703.36,1.49,249.43,389.47,27.4,64.81,1.86,0
7.66,248.95,5726.08,1.53,179.71,842.14,11.74,68.69,2.74,0
7.2,206.43,31418.84,0.88,296.98,690.28,21.36,103.96,1.92,0
7.04,199.19,28825.03,7.87,404.25,389.51,8.81,71.66,4.3,1
7.42,130.64,3863.25,10.28,290.61,722.4,9.26,22.61,3.57,0
6.68,97.29,15983.0,8.35,117.22,202.69,4.9,110.07,2.42,0
6.33,262.55,7245.68,5.85,269.85,568.72,15.97,85.24,1.72,0
6.68,319.66,40828.49,8.94,204.47,506.11,23.74,25.8,4.49,1
6.45,209.95,22524.53,6.31,186.63,944.55,16.2,58.67,1.97,1
6.13,284.59,45117.1,6.49,313.65,720.54,3.77,109.7,4.8,1
7.36,194.76,29307.07,11.36,210.77,541.05,7.02,51.97,3.15,1
6.11,289.11,31479.73,7.95,226.11,677.32,9.11,46.79,1.97,1
6.19,303.56,7298.61,8.0,213.0,346.95,19.87,42.91,2.49,0
6.45,134.55,31749.35,11.84,248.05,234.72,9.37,102.98,2.71,1
8.58,259.99,10802.57,2.88,308.09,882.0,11.23,19.69,2.46,0
7.09,151.85,40378.25,5.42,98.82,451.79,17.28,45.7,3.49,0
6.16,247.55,22281.36,12.3,195.67,374.67,16.64,93.05,2.51,0
6.82,216.33,44351.22,4.7,276.46,554.79,3.83,23.97,2.71,1
6.45,155.48,26509.08,12.12,148.05,721.77,25.81,48.95,2.23,0
7.18,310.57,44709.25,8.86,230.92,693.55,7.37,110.85,2.14,1
6.41,112.12,29564.66,12.94,376.69,842.74,19.65,35.76,4.57,1
7.03,133.74,8286.41,10.4,384.69,135.38,27.13,16.67,1.98,1
7.87,244.58,24429.76,0.67,178.46,125.33,26.76,60.15,3.54,0
8.59,123.66,28722.56,4.44,396.72,248.03,11.95,75.33,2.87,1
7.16,159.81,24652.1,8.18,205.29,569.55,15.89,105.88,2.53,1
8.35,234.92,22098.63,6.91,194.6,803.17,15.02,95.41,1.62,1
5.5,201.45,41199.75,10.56,193.76,385.87,18.38,13.87,2.21,0
7.81,307.02,1370.2,5.87,276.33,187.51,16.49,20.85,3.19,1
6.49,269.84,5516.11,4.17,337.28,709.27,7.63,48.62,3.57,0
7.46,233.13,10983.47,6.58,320.09,134.08,24.6,50.28,4.12,0
7.73,137.04,28276.93,10.93,295.33,515.87,17.7,95.61,2.6,0
6.32,166.7,779.86,10.58,106.73,430.52,22.48,53.91,3.75,0
7.5,126.1,18982.26,9.92,398.31,133.18,18.18,90.74,1.87,0
6.89,241.77,11629.88,1.49,253.62,795.91,20.5,51.83,3.16,1
5.36,154.98,47312.68,6.94,139.93,425.01,9.27,42.89,3.45,0
6.62,166.29,29964.37,5.1,93.36,926.29,6.16,84.14,4.16,0
6.35,197.71,10019.52,9.25,407.26,769.29,6.46,80.27,4.44,0
5.5,207.13,34372.57,7.73,178.24,770.73,5.0,100.53,3.75,0
6.62,232.65,7491.04,6.58,346.35,925.54,20.08,11.06,3.3,0
6.67,286.53,3154.6,11.08,106.41,377.66,14.69,44.83,3.71,0
6.61,245.24,5566.69,12.81,159.91,299.73,15.01,10.97,2.85,0
7.78,265.61,22060.4,7.35,399.85,394.73,26.47,23.4,1.54,0
7.97,250.98,12371.2,11.82,390.95,413.44,25.31,97.26,2.37,0
6.84,87.84,25783.63,8.41,231.75,658.61,19.59,114.34,2.97,0
7.37,179.12,20513.32,13.09,217.74,619.47,24.27,89.5,4.48,0
7.18,287.95,10546.14,11.37,90.73,548.13,26.49,72.07,2.67,0
8.33,313.62,45196.08,4.15,94.53,773.28,9.73,73.75,4.56,0
7.02,173.33,20159.01,0.59,342.36,259.34,13.31,14.08,2.93,0
7.0,191.27,4072.25,1.55,332.7,966.58,11.27,97.02,2.93,0
6.74,247.43,28192.17,6.56,242.42,911.97,22.51,19.65,4.71,1
8.02,138.45,12376.56,7.57,218.27,743.56,15.69,67.62,4.71,1
6.07,147.82,25377.36,10.14,264.82,886.17,24.05,57.66,2.14,1
6.45,180.61,30748.18,5.0,279.08,708.0,26.02,19.83,2.35,1
6.17,131.78,34556.59,9.48,376.5,852.31,4.26,71.67,4.01,0
8.1,219.04,35003.21,8.8,149.0,716.67,20.56,26.36,2.31,0
8.6,144.67,15380.6,5.2,185.52,175.16,20.86,55.44,1.34,1
7.47,174.66,37838.76,8.01,275.54,407.46,14.27,52.93,1.87,1
6.58,126.89,16111.56,11.44,184.83,322.74,14.12,17.29,4.51,1
7.42,258.93,22852.3,13.32,292.24,433.53,10.48,92.18,3.26,0
5.92,176.61,46524.12,10.96,250.66,795.17,25.54,108.96,2.3,1
7.65,259.06,5333.83,11.6,140.58,186.13,27.47,43.74,3.12,0
8.91,314.32,16882.88,0.65,302.96,902.79,7.54,86.03,1.46,1
7.46,311.22,14875.62,9.55,338.2,680.34,21.82,50.39,3.68,0
7.28,254.16,48658.41,8.98,275.74,598.43,11.7,74.84,1.95,0
5.91,217.61,2089.18,2.12,342.01,144.51,9.08,110.26,4.06,0
8.06,254.47,24695.86,5.78,399.85,580.88,5.17,97.34,2.13,0
7.48,311.69,33265.33,13.48,241.13,540.79,19.68,107.51,1.87,1
7.19,194.86,43435.07,5.73,103.18,458.99,17.56,83.05,3.33,0
6.29,175.73,19652.59,9.99,368.55,279.96,24.58,23.17,2.92,1
7.25,86.34,25388.64,2.31,267.12,650.34,22.27,109.05,4.63,1
5.69,176.21,47701.32,5.15,280.55,784.22,4.94,23.25,1.27,1
8.04,223.2,22014.19,2.64,336.94,293.49,25.22,36.37,1.38,0
7.16,115.7,35264.53,7.59,263.79,233.25,4.34,12.91,4.4,0
6.82,93.68,30282.95,8.77,312.08,765.25,21.63,81.21,2.26,0
6.78,174.07,8192.02,6.91,270.7,432.26,6.12,92.06,3.2,0
